FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106190328,GLENDORA COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0915,Non Profit Corp.,Comparable,,626-852-5000,150 WEST ROUTE 66,GLENDORA,91740,PARRISH SCARBORO,128,128,80,451,21,47,50,0,0,0,13,0,5,587,0,3095,86,179,271,0,0,0,34,0,8,3673,0,478,70,184,536,0,0,60,133,0,101,1562,16564899,752674,1510762,2445869,0,0,0,373041,0,87077,21734322,367249,240033,299761,1162764,0,0,235268,214293,0,208497,2727865,291422,11729962,773640,145702,3136475,0,0,0,209809,560671,0,4152,0,0,0,0,16851833,0,0,0,0,0,5202186,219067,1664821,472158,0,0,25459,26663,0,0,7610354,27357,8748645,0,0,0,0,0,0,980248,43914065,0,0,0,0,0,0,0,0,0,0,0,0,0
106110889,GLENN MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Glenn,01 - Northern California,0223,Non Profit Corp.,Comparable,Rural,530-934-1800,1133 WEST SYCAMORE STREET,WILLOWS,95988,BARBARA RYDGREN,47,25,25,24,0,7,0,0,0,9,0,0,0,40,0,1623,0,30,0,0,0,76,0,0,0,1729,0,4532,0,4325,0,0,0,2963,0,0,545,12365,1521439,0,1320640,0,0,0,661600,0,0,0,3503679,2424389,0,2067910,0,0,0,1283722,0,0,563543,6339564,337575,1759707,0,1622332,0,0,0,0,452046,0,0,0,0,0,0,0,4171660,0,0,0,0,0,2186121,0,1766219,0,0,0,1493275,0,0,225968,5671583,21285,5297722,0,0,0,0,0,0,0,2788332,0,0,0,0,0,0,0,0,0,0,0,0,0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,20191,01/01/2019,03/31/2019,Open,Santa Barbara,10 - Santa Barbara/Ventura,0807,Non Profit Corp.,Comparable,,805-967-3411,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,52,28,28,281,57,6,31,0,0,10,136,0,7,528,0,688,117,8,60,0,0,12,222,0,7,1114,0,4906,538,439,2972,0,0,368,4371,0,430,14024,20548946,3655683,354303,1573139,0,0,833503,9943106,0,330043,37238723,11285549,1741627,1241214,6008875,0,0,769270,11485761,0,1112941,33645237,-268238,25628784,144226,1342159,6948633,0,0,0,3667646,7534973,0,1022531,0,0,0,680319,46701033,0,0,0,0,0,6205710,5253085,253359,633381,0,0,-2064873,14162132,0,-259867,24182927,321187,20180063,617205,383630,0,0,0,0,692024,111794380,0,0,0,0,0,0,0,0,0,0,0,0,0
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,20191,01/01/2019,03/31/2019,Open,Kern,09 - Central,0617,Investor - Ptnr.,Comparable,,661-215-7500,901 OLIVE DRIVE,BAKERSFIELD,93308,AMANDEEP BASRA,64,64,57,138,27,3,78,0,0,36,4,0,1,287,0,1009,138,68,336,0,0,124,103,0,2,1780,0,615,53,50,655,0,0,162,0,0,641,2176,3351654,452164,224140,1467993,0,0,542559,271127,0,8392,6318029,709857,234499,43254,1646815,0,0,812020,0,0,262708,3709153,128539,1751475,238417,278057,6893,-165000,0,0,1203491,280715,0,33624,0,0,0,54910,3811121,0,0,0,0,0,2181497,448246,154337,3107915,0,0,151088,-9588,0,182566,6216061,215082,7461172,0,0,0,0,0,0,0,2657355,0,0,0,0,0,0,0,0,0,0,2243949,2805624,0
106190392,GOOD SAMARITAN HOSPITAL - LA,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0925,Non Profit Corp.,Comparable,,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,ANDREW LEEKA,408,333,212,885,505,627,634,0,0,30,595,29,8,3313,0,5792,3109,3618,3526,0,0,140,2666,125,32,19008,0,3590,1503,1088,4363,0,0,365,4847,1531,14,17301,115536739,66598893,58327725,61570000,0,0,5563734,57651374,1644197,369684,367262346,29326560,15033282,8510812,25630017,0,0,2674617,33610360,8141637,112846,123040131,2255392,123619829,68014726,59153925,77942082,0,0,0,5602421,67155446,0,9102525,0,0,0,344160,413190506,850080,908061,0,950357,2708498,20566075,14094864,7356676,9738830,0,0,2605258,24688865,633416,136485,79820469,867321,92187286,0,1721836,0,0,0,0,2629266,111348891,0,0,0,0,0,0,0,0,0,0,2865,682199,0
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,20191,01/01/2019,03/31/2019,Open,Santa Clara,07 - Santa Clara,0431,Investor - Corp.,Comparable,,408-559-2011,2425 SAMARITAN DRIVE,SAN JOSE,95124,JOE DESCHRYVER,474,345,345,1300,399,141,357,0,0,96,2211,8,107,4619,0,7906,2053,1184,1636,0,0,828,9261,53,286,23207,0,10432,1774,467,3451,0,0,744,16022,113,997,34000,334666826,83818305,33807849,52099972,0,0,35029178,313818084,2241763,9169660,864651637,157977211,29512358,4987911,36806039,0,0,10416006,189003594,948780,8095025,437746924,0,457265147,108117661,36958656,86658663,0,0,0,36066509,399661222,0,2378263,0,0,0,5286232,1132392353,0,0,0,0,0,35378890,5213002,1837104,2247348,0,0,9378675,103160456,812280,11978453,170006208,356456,126117669,2958470,0,0,0,0,0,7833051,158238042,0,0,0,0,0,0,0,0,0,0,0,0,0
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0913,Investor - Corp.,Comparable,,626-579-7777,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,STANLEY TOY,117,117,117,185,103,165,380,0,0,0,33,0,16,882,0,1120,606,1087,2257,0,0,0,136,0,61,5267,0,221,201,1151,3274,0,0,0,313,0,517,5677,14550701,7258261,10099298,27739240,0,0,0,2063247,0,726120,62436867,2971498,2636568,5031940,11557993,0,0,0,2161517,0,1234198,25593714,1168799,14721440,8148964,16214519,36098486,-2839107,0,0,0,3105052,0,0,0,0,0,688160,77306313,0,2116486,0,0,2116486,2800759,1745865,1755825,5315233,0,0,0,1119712,0,103360,12840754,31711,16435942,0,0,0,0,0,0,85418,2322757,0,0,0,0,0,0,0,0,0,0,0,0,0
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Benito,08 - Mid-Coast,0701,District,Comparable,Rural,831-637-5711,911 SUNSET DRIVE,HOLLISTER,95023,KEN UNDERWOOD,168,162,124,245,24,127,52,0,0,7,123,0,5,583,69,2024,104,7081,192,0,0,18,322,0,605,10346,8792,11107,1021,10771,6635,0,5,1513,12226,315,728,44321,13589669,1414771,7826002,2791579,0,0,363097,5597395,0,422996,32005509,16152406,1650555,11750676,8611306,0,48233,2712168,13708396,156293,668383,55458416,862996,24327557,2471572,11652380,9363651,-144597,0,41514,1269044,10263636,0,185379,0,0,0,405790,60698922,0,0,0,0,0,5414177,593754,8020878,2038338,0,6719,1698951,8684306,10953,296927,26765003,1786772,29965526,3233235,1067236,0,0,0,0,239661,62635980,0,0,0,0,0,0,0,0,0,0,0,0,0
106490964,HEALDSBURG DISTRICT HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sonoma,03 - North Bay,0401,District,Comparable,Rural,707-431-6500,1375 UNIVERSITY STREET,HEALDSBURG,95448,JOSEPH HARRINGTON,43,38,27,146,8,13,33,0,0,13,4,0,2,219,0,860,70,226,955,0,0,24,14,0,3,2152,0,5103,609,194,1770,0,0,2409,765,0,492,11342,4876272,445958,1213406,3738840,0,0,466092,194077,0,52212,10986857,9072874,707958,418708,3441531,0,0,3372102,1065156,0,595316,18673645,575553,6689105,888249,-593284,4550020,0,0,0,2454304,635124,0,0,0,0,0,400921,15599992,96031,69122,0,81989,247142,7260041,361698,2225398,2699473,0,0,1383890,706098,0,-328946,14307652,1119128,14485759,0,667638,0,0,0,0,792236,9405501,0,0,0,0,0,0,0,0,0,0,0,0,0
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1015,Investor - Ptnr.,Comparable,,714-289-2400,393 S. TUSTIN STREET,ORANGE,92866,ROBERTA CONSOLVER,27,27,27,0,0,17,5,0,0,0,6,0,0,28,0,0,0,741,768,0,0,0,305,0,0,1814,0,0,0,0,0,0,0,0,671,0,0,671,0,0,4237706,4544144,0,0,0,1561867,0,0,10343717,0,0,0,0,0,0,0,324494,0,0,324494,26429,0,0,3505994,3278602,0,0,0,0,1489998,0,0,0,0,0,0,8301023,0,0,0,0,0,0,0,731712,1265543,0,0,0,369933,0,0,2367188,1282,2398563,0,0,0,0,0,0,0,2765083,0,0,0,0,0,0,0,0,0,0,0,0,0
106504079,HEALTHSOUTH REHABILITATION HOSPITAL OF MODESTO,20191,01/01/2019,03/31/2019,Open,Stanislaus,06 - North San Joaquin,0511,Investor - Corp.,Comparable,,209-857-3300,1303 MABLE AVENUE,MODESTO,95355,BETH BACHER,50,50,33,112,18,16,21,0,0,0,32,0,10,209,0,1500,219,265,283,0,0,0,444,0,105,2816,0,0,0,0,0,0,0,0,0,0,0,0,4186416,565901,707557,735682,0,0,0,1187778,0,281159,7664493,0,0,0,0,0,0,0,0,0,0,0,275710,1146305,171433,380547,386460,0,0,0,0,581893,0,0,0,0,0,136048,3078396,0,0,0,0,0,2867709,372098,308465,329418,0,0,0,571526,0,136881,4586097,20419,4476657,0,0,0,0,0,0,0,1736183,0,0,0,0,0,0,0,0,0,0,0,0,0
106331194,HEMET VALLEY MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Riverside,12 - Inland Counties,1109,District,Comparable,,951-652-2811,1117 EAST DEVONSHIRE,HEMET,92543,DAN MCLAUGHLIN,417,417,417,595,927,162,552,0,0,74,181,0,30,2521,0,3486,5223,640,4140,0,0,403,865,0,122,14879,0,1885,3341,1342,6842,0,0,500,907,0,1144,15961,33500683,46924781,7221446,36143827,0,0,3601171,5290632,0,806267,133488807,9522023,20953262,4112456,22226119,0,0,2513810,5658321,0,2647914,67633905,24644,34225549,53998541,9016380,46434632,-1098175,0,0,4864607,8710143,0,0,0,0,0,2723238,158899559,0,0,0,0,0,8797156,13879502,3415698,11935314,0,0,1250373,2238809,0,706301,42223153,318533,35967405,504322,0,0,0,0,0,313597,22626742,0,0,0,0,0,0,0,0,0,0,0,0,0
106190949,HENRY MAYO NEWHALL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0903,Non Profit Corp.,Comparable,,661-253-8000,23845 MCBEAN PARKWAY,VALENCIA,91355,ROGER SEAVER,238,232,232,778,609,306,249,0,0,57,1057,0,58,3114,0,4392,2830,1302,1076,0,0,243,4449,0,192,14484,0,6197,2847,1978,5660,0,0,785,11321,0,949,29737,72277201,55804396,16371125,19501229,0,0,4805260,80146913,0,4001331,252907455,34099794,26474425,12338584,31286971,0,0,4296581,70952222,0,3826580,183275157,11081009,94493087,73228941,26002322,44460563,0,0,0,7148016,97917421,0,960142,0,0,0,360638,355652139,0,0,0,0,0,11440668,8828261,1322892,6106016,0,0,1732206,50300648,0,799782,80530473,2501615,80704683,0,6512288,0,0,0,0,13105173,297951003,0,0,0,0,0,0,0,0,0,0,0,0,0
106344021,HERITAGE OAKS HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Investor - Corp.,Comparable,,916-489-3336,4250 AUBURN BOULEVARD.,SACRAMENTO,95841,SHAWN SILVA,125,120,120,205,44,454,0,0,0,234,130,7,0,1074,0,2556,491,4211,0,0,0,2128,945,55,0,10386,0,1401,0,0,0,0,0,930,2631,0,0,4962,4089600,785600,6737700,0,0,0,3404800,1512000,88000,0,16617700,808092,0,0,0,0,0,534457,1521363,0,0,2863912,490567,1353197,222147,2746923,0,0,0,0,1706222,1292868,0,88000,0,0,0,0,7899924,0,0,0,0,0,3400461,540557,3828608,0,0,0,2142294,1669768,0,0,11581688,1869,7805352,973476,216274,0,0,0,0,91934,16136467,0,0,0,0,0,0,0,0,0,0,0,0,0
106362041,HI-DESERT MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,San Bernardino,12 - Inland Counties,1214,Investor - Ptnr.,Comparable,Rural,760-366-3711,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,SCOTT WARTELLE,179,179,106,151,128,168,79,0,0,18,66,0,27,637,0,863,417,6140,1298,0,0,364,124,0,201,9407,0,3252,1677,5001,1556,0,0,389,2174,0,625,14674,7578883,5619062,13789474,5229426,0,0,837027,2282377,0,784889,36121138,10545807,8297550,16268547,4823442,0,0,1638670,7240675,0,1763607,50578298,571432,15524093,11482895,21883735,9103146,-100695,0,0,1794895,7227137,0,0,0,0,0,1706446,69193084,0,0,0,0,0,2600597,2433717,8274981,949722,0,0,684533,2247413,0,315389,17506352,188890,15177153,0,-37149,0,0,0,0,417037,6381130,0,0,0,0,0,0,0,0,0,0,0,3833614,0
106010846,HIGHLAND HOSPITAL,20191,01/01/2019,03/31/2019,Open,Alameda,05 - East Bay,0417,City/County,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,DELVECCHIO FINLEY,408,372,372,811,87,827,1434,0,71,48,176,12,100,3566,0,8726,509,12141,9525,0,367,383,842,86,672,33251,0,15975,330,14597,35541,0,12046,547,2679,424,3895,86034,115277796,10888662,96102528,135220971,0,5785562,6845617,18330283,2454187,10226539,401132145,43476586,2831513,30684606,83290550,0,25130093,2812910,11355232,2017950,12214655,213814095,16508085,127295610,11093468,100693789,170885010,-26225449,0,30915655,7485121,14615971,0,4374068,0,0,0,4388225,462029553,0,0,9925063,0,9925063,31458772,2626707,52318794,47626511,0,9925063,2173406,15069544,98069,1544884,162841750,44741865,220375200,0,0,0,0,0,0,14194840,111519415,0,0,0,0,0,0,0,0,0,0,0,0,0
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1016,Non Profit Corp.,Comparable,,949-764-4624,1 HOAG DRIVE,NEWPORT BEACH,92663,ROBERT BRAITHWAITE,518,499,419,2440,1283,135,658,0,0,101,3029,0,469,8115,0,11665,5650,677,2725,0,0,474,11663,0,1451,34305,0,35267,12881,906,7242,0,0,1778,54186,0,4311,116571,165463959,85605039,11668155,32667639,0,0,4039033,146294967,0,14708195,460446987,137470422,50284893,3644185,29612628,0,0,5031942,168753977,0,12741344,407539391,12363271,246517605,123170669,-30080192,93157946,0,0,0,1665286,162955989,0,4296032,0,0,0,1717731,615764337,4377282,0,0,7760116,12137398,54991354,17035338,45151748,-31195991,0,0,7235178,154251851,0,16889961,264359439,11095173,272498307,0,117004052,0,0,0,0,10504183,803359696,0,0,0,0,0,0,0,0,0,0,0,0,0
106304460,HOAG ORTHOPEDIC INSTITUTE,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1016,Investor - Ptnr.,Comparable,,949-517-3149,16250 SAND CANYON AVENUE,IRVINE,92618,JENNIFER MITZNER,70,70,25,575,176,0,3,0,0,47,391,0,3,1195,0,963,327,0,12,0,0,103,599,0,8,2012,0,73,29,0,2,0,0,13,115,0,0,232,44482449,15975317,0,334912,0,0,4698228,32192149,0,298139,97981194,3629341,1351580,0,81021,0,0,626083,5376775,0,0,11064800,-48369,37627463,11971512,0,318323,0,0,0,3959794,23473552,0,162202,0,0,0,6078,77470555,0,0,0,0,0,10484327,5355385,0,97610,0,0,1364517,14095372,0,178228,31575439,2076575,24080966,0,166047,0,0,0,0,56322,4708934,0,0,0,0,0,0,0,0,0,0,599452,0,0
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0925,Investor - Corp.,Comparable,,213-413-3000,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,ROBERT ALLEN,434,413,227,775,317,617,1200,0,0,6,309,0,150,3374,0,5104,1353,3844,8707,0,0,172,1027,0,180,20387,0,1960,576,2417,5108,0,0,938,1666,0,1527,14192,53835886,17924354,29501410,66841920,0,0,842669,13013292,0,2425019,184384550,10348721,5208011,8909803,25537904,0,0,409501,8858437,0,3513267,62785644,1021156,46504069,21221127,15483812,78505038,-4076687,0,0,1471427,16518535,0,1374832,0,0,0,2399803,180423112,0,7568383,0,0,7568383,17680538,1911238,27004089,21443169,0,0,-219257,5353193,0,1142495,74315465,961151,71242498,0,1096034,0,0,0,0,8679883,127529255,0,0,0,0,0,0,0,0,0,0,0,0,0
106301209,HUNTINGTON BEACH HOSPITAL,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1014,Investor - Corp.,Comparable,,714-843-5000,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,RICHARD ROWE,131,131,131,500,110,76,207,0,0,66,43,0,23,1025,0,4695,503,267,770,0,0,315,137,0,41,6728,0,2384,272,461,1807,0,0,630,548,0,348,6450,27020128,6096488,2845530,8354312,0,0,2374080,1768992,0,250233,48709763,2629763,1099885,1407765,5613522,0,0,1754238,1443330,0,733624,14682127,951288,24383831,4553867,3983163,8601366,-132118,0,0,2644888,2725852,0,0,0,0,0,0,47712137,0,0,0,0,0,5266059,2642505,402250,5366468,0,0,1483431,486471,0,32569,15679753,79172,15986738,0,-11020,0,0,0,0,471266,58888153,0,0,0,0,0,0,0,0,0,0,0,0,0
106190400,HUNTINGTON MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0911,Non Profit Corp.,Comparable,,626-397-5000,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,LORI J MORGAN,578,575,348,1818,1143,569,780,0,0,106,2535,17,138,7106,0,9688,5564,2961,2811,0,0,326,9440,48,397,31235,0,9825,4522,1387,4874,0,0,1473,21208,189,2120,45598,209763577,134198195,44992117,60281506,0,0,8788951,184354383,899280,7352981,650630990,45199553,36380472,6827626,29216326,0,0,3305778,77146885,772654,8652822,207502116,15218752,219360803,144960476,46223922,80851386,0,0,0,9803921,186491197,0,1671934,0,0,0,0,704582391,0,0,0,0,0,35602327,25618191,5595821,8646446,0,0,2290808,75010071,0,787051,153550715,3260901,158901280,0,12499981,0,0,0,0,26270091,461439228,0,0,0,0,0,0,0,0,0,0,0,0,0
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,20191,01/01/2019,03/31/2019,Open,Humboldt,01 - Northern California,0109,District,Comparable,Rural,707-923-3921,733 CEDAR STREET,GARBERVILLE,95542,MATT REES,17,17,17,13,2,1,7,0,0,3,0,0,0,26,0,110,10,2,750,0,0,6,0,0,49,927,664,1247,59,66,811,0,0,665,32,0,220,3100,202445,28673,33150,421331,0,0,37559,0,0,42742,765900,914238,35654,150164,991719,0,0,362608,13142,0,185851,2653376,0,368505,19298,157650,904352,0,0,0,64027,3154,0,0,0,0,0,182874,1699860,0,0,0,0,0,748178,45029,25664,508698,0,0,336140,9988,0,45719,1719416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106380842,JEWISH HOME,20191,01/01/2019,03/31/2019,Open,San Francisco,04 - West Bay,0423,Non Profit Corp.,Hospital-LTC Emphasis,,415-334-2500,302 SILVER AVENUE,SAN FRANCISCO,94112,DANIEL RUTH,391,391,348,166,209,23,0,0,0,0,0,0,10,408,363,4719,4590,21092,0,0,0,0,0,0,805,31206,30289,0,0,0,0,0,0,0,0,0,0,0,10394719,1064048,11436938,0,0,0,0,0,0,468303,23364008,0,0,0,0,0,0,0,0,0,0,0,168475,3899810,566515,2023226,0,0,0,0,0,0,0,26951,0,0,0,0,6684977,0,0,0,0,0,6494909,497533,9413712,0,0,0,0,0,0,272877,16679031,166727,18202192,0,474739,0,0,0,0,9044009,121633274,0,0,0,0,0,0,0,0,0,0,0,0,0
106220733,JOHN C. FREMONT HEALTHCARE DISTRICT,20191,01/01/2019,03/31/2019,Open,Mariposa,09 - Central,0603,District,Comparable,Rural,209-966-3631,5189 HOSPITAL ROAD.,MARIPOSA,95338,MATTHEW MATTHIESSEN,34,33,33,59,0,17,0,0,0,19,0,0,3,98,0,297,0,2172,0,0,0,86,0,0,7,2562,0,5674,0,2891,0,0,0,2874,0,0,188,11627,1040045,0,1130101,0,0,0,401270,0,0,51135,2622551,3380621,0,179371,0,0,0,3242990,0,0,484728,7287710,180433,2229421,0,497159,0,0,0,0,1950381,0,0,22667,0,0,0,148549,5028610,0,0,0,0,0,2191245,0,812313,0,0,0,1693879,0,0,184214,4881651,549650,6153971,772940,612025,0,0,0,0,180658,3223130,0,0,0,0,0,0,0,0,0,0,0,0,0
106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Riverside,12 - Inland Counties,1103,Investor - Corp.,Comparable,,760-347-6191,47111 MONROE STREET,INDIO,92201,GARY HONTS,145,145,68,316,337,222,700,4,0,11,227,8,15,1840,0,1211,1068,758,1708,6,0,24,535,20,37,5367,0,1073,1099,1371,7840,74,0,267,2749,39,905,15417,38209956,37616254,20932807,52103860,233418,0,938476,20382180,556605,1506746,172480302,16791633,15473215,8150437,49069198,737007,0,2464583,27261618,369255,5536046,125852992,1704901,50009808,47921922,23551254,95231333,-374634,807471,0,2372594,37933063,0,925860,0,0,0,5813788,265897360,0,0,0,0,0,4991781,5167547,5906624,5941725,162954,0,954359,8967774,0,343170,32435934,95507,37501044,0,0,0,0,0,0,1057110,23474217,0,0,0,0,0,0,0,0,0,0,4991419,3589093,0
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,20191,01/01/2019,03/31/2019,Open,Contra Costa,05 - East Bay,0411,Non Profit Corp.,Comparable,,925-939-3000,2740 GRANT STREET,CONCORD,94520,CALVIN KNIGHT,73,50,44,67,12,132,2,0,0,64,342,0,5,624,0,521,83,734,12,0,0,682,1856,0,21,3909,0,212,80,0,0,0,0,0,4392,0,29,4713,1809600,291705,2700284,2534,0,0,1997578,7404885,0,152928,14359514,307441,93923,0,0,0,0,0,4645370,0,10156,5056890,72841,1500687,210888,1542279,4492,0,0,0,1303086,5997987,0,53177,0,0,0,106371,10791808,0,0,0,0,0,616354,174740,1143137,-1958,0,0,686092,6052268,0,-46037,8624596,68203,10029693,0,0,0,0,0,0,1881855,13656609,0,0,0,0,0,0,0,0,0,0,0,0,0
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,20191,01/01/2019,03/31/2019,Open,Contra Costa,05 - East Bay,0411,Non Profit Corp.,Comparable,,925-682-8200,2540 EAST STREET,CONCORD,94520,CALVIN KNIGHT,245,207,160,1473,498,113,487,0,0,5,489,0,23,3088,0,7155,2431,591,2311,0,0,34,1802,0,64,14388,0,7141,4399,1062,6926,0,0,476,9987,0,1157,31148,257178126,90403320,17121446,78981856,0,0,1656255,84768589,0,2908644,533018236,89628017,41892652,8246549,51048066,0,0,2088932,83997333,0,6042106,282943655,4268208,304096900,118663509,30357798,123608276,0,0,0,2632111,107619411,0,2745915,0,0,0,3153483,697145611,0,0,0,0,0,42709243,13632463,-4989803,6421646,0,0,1113076,61146511,0,-1216856,118816280,927707,120075619,0,784461,0,0,0,0,3458162,239693102,0,0,0,0,0,0,0,0,0,0,0,0,0
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,20191,01/01/2019,03/31/2019,Open,Contra Costa,05 - East Bay,0411,Non Profit Corp.,Comparable,,925-939-3000,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,CALVIN KNIGHT,554,399,292,1990,583,131,552,0,0,57,1680,7,37,5037,0,10834,3000,810,3533,0,0,299,7427,26,150,26079,0,29255,7187,1546,4385,0,0,2797,34656,115,659,80600,338159025,106109527,32863740,109098336,0,0,12261137,222507318,334340,1924805,823258228,99666456,41496365,4521275,29015850,0,0,4474099,125611417,788558,4539743,310113763,1145908,386574236,131711322,36111674,124608734,0,0,0,13488059,201452328,0,1122898,0,0,0,7095289,903310448,0,0,0,0,0,51251245,15894570,1273341,13505452,0,0,3247177,146666407,0,-1776649,230061543,2495799,214826727,0,1895431,0,0,0,0,5538889,534719054,0,0,0,0,0,0,0,0,0,0,0,0,0
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0905,Non Profit Corp.,Hospital-LTC Emphasis,,818-774-3000,7150 TAMPA AVENUE,RESEDA,91335,ILANA SPRINGER,249,249,242,9,23,11,33,0,0,0,0,0,21,97,0,1018,623,2709,14338,0,0,0,0,0,3027,21715,0,0,0,0,0,0,0,0,0,0,0,0,1064492,706252,1400420,6425313,0,0,0,0,0,1398657,10995134,0,0,0,0,0,0,0,0,0,0,0,21000,871031,246178,241156,1117573,0,0,0,0,0,0,0,0,0,0,20203,2517141,0,0,0,0,0,193461,460074,1159264,5307740,0,0,0,0,0,1357454,8477993,110254,7827414,0,1383,0,0,0,0,31247,53408301,0,0,0,0,0,0,0,0,0,0,0,0,0
